spell_id	final_upstream_binding	actual_binding	result
20185	spell_paladin_judgement_of_light_wisdom	spell_paladin_judgement_of_light_wisdom	verified
20186	spell_paladin_judgement_of_light_wisdom	spell_paladin_judgement_of_light_wisdom	verified
20188	spell_paladin_judgement_of_the_crusader	spell_paladin_judgement_of_the_crusader	verified
20210	spell_paladin_illumination	spell_paladin_illumination	verified
20212	spell_paladin_illumination	spell_paladin_illumination	verified
20213	spell_paladin_illumination	spell_paladin_illumination	verified
20214	spell_paladin_illumination	spell_paladin_illumination	verified
20215	spell_paladin_illumination	spell_paladin_illumination	verified
20230	spell_warrior_retaliation	spell_warrior_retaliation	verified
20231	spell_paladin_seal_of_fury_proc	spell_paladin_seal_of_fury_proc	verified
20234	spell_paladin_improved_lay_on_hands	spell_paladin_improved_lay_on_hands	verified
20235	spell_paladin_improved_lay_on_hands	spell_paladin_improved_lay_on_hands	verified
20267	spell_paladin_judgement_of_light_wisdom	spell_paladin_judgement_of_light_wisdom	verified
20271	spell_paladin_judgement	spell_paladin_judgement	verified
20287	spell_paladin_seal_of_righteousness	spell_paladin_seal_of_righteousness	verified
20288	spell_paladin_seal_of_righteousness	spell_paladin_seal_of_righteousness	verified
20289	spell_paladin_seal_of_righteousness	spell_paladin_seal_of_righteousness	verified
20290	spell_paladin_seal_of_righteousness	spell_paladin_seal_of_righteousness	verified
20291	spell_paladin_seal_of_righteousness	spell_paladin_seal_of_righteousness	verified
20292	spell_paladin_seal_of_righteousness	spell_paladin_seal_of_righteousness	verified
20293	spell_paladin_seal_of_righteousness	spell_paladin_seal_of_righteousness	verified
20300	spell_paladin_judgement_of_the_crusader	spell_paladin_judgement_of_the_crusader	verified
20301	spell_paladin_judgement_of_the_crusader	spell_paladin_judgement_of_the_crusader	verified
20302	spell_paladin_judgement_of_the_crusader	spell_paladin_judgement_of_the_crusader	verified
20303	spell_paladin_judgement_of_the_crusader	spell_paladin_judgement_of_the_crusader	verified
20341	spell_paladin_judgement_of_light_wisdom	spell_paladin_judgement_of_light_wisdom	verified
20342	spell_paladin_judgement_of_light_wisdom	spell_paladin_judgement_of_light_wisdom	verified
20343	spell_paladin_judgement_of_light_wisdom	spell_paladin_judgement_of_light_wisdom	verified
20344	spell_paladin_judgement_of_light_wisdom	spell_paladin_judgement_of_light_wisdom	verified
20345	spell_paladin_judgement_of_light_wisdom	spell_paladin_judgement_of_light_wisdom	verified
20346	spell_paladin_judgement_of_light_wisdom	spell_paladin_judgement_of_light_wisdom	verified
20354	spell_paladin_judgement_of_light_wisdom	spell_paladin_judgement_of_light_wisdom	verified
20355	spell_paladin_judgement_of_light_wisdom	spell_paladin_judgement_of_light_wisdom	verified
20375	spell_paladin_conviction_seals	spell_paladin_conviction_seals	verified
20415	spell_paladin_seal_of_fury_proc	spell_paladin_seal_of_fury_proc	verified
20416	spell_paladin_seal_of_fury_proc	spell_paladin_seal_of_fury_proc	verified
20417	spell_paladin_seal_of_fury_proc	spell_paladin_seal_of_fury_proc	verified
20418	spell_paladin_seal_of_fury_proc	spell_paladin_seal_of_fury_proc	verified
20425	spell_paladin_judgement_of_command_dummy	spell_paladin_judgement_of_command_dummy	verified
20467	spell_paladin_judgement_of_command	spell_paladin_judgement_of_command	verified
20473	spell_paladin_holy_shock	spell_paladin_holy_shock	verified
20577	spell_cannibalize	spell_cannibalize	verified
20578	spell_cannibalize_aura	spell_cannibalize_aura	verified
20580	spell_shadowmeld	spell_shadowmeld	verified
20594	spell_stoneform	spell_stoneform	verified
20647	spell_warrior_execute_trigger	spell_warrior_execute_trigger	verified
20658	spell_warrior_execute	spell_warrior_execute	verified
20660	spell_warrior_execute	spell_warrior_execute	verified
20661	spell_warrior_execute	spell_warrior_execute	verified
20662	spell_warrior_execute	spell_warrior_execute	verified
20865	spell_shaman_rockbiter_proc	spell_shaman_rockbiter_proc	verified
20866	spell_shaman_rockbiter_proc	spell_shaman_rockbiter_proc	verified
20867	spell_shaman_rockbiter_proc	spell_shaman_rockbiter_proc	verified
20868	spell_shaman_rockbiter_proc	spell_shaman_rockbiter_proc	verified
20870	spell_shaman_rockbiter_proc	spell_shaman_rockbiter_proc	verified
20871	spell_shaman_rockbiter_proc	spell_shaman_rockbiter_proc	verified
20882	spell_warlock_enslave_demon	spell_warlock_enslave_demon	verified
20900	spell_hunter_aimed_shot	spell_hunter_aimed_shot	verified
20901	spell_hunter_aimed_shot	spell_hunter_aimed_shot	verified
20902	spell_hunter_aimed_shot	spell_hunter_aimed_shot	verified
20903	spell_hunter_aimed_shot	spell_hunter_aimed_shot	verified
20904	spell_hunter_aimed_shot	spell_hunter_aimed_shot	verified
20909	spell_hunter_counterattack	spell_hunter_counterattack	verified
20910	spell_hunter_counterattack	spell_hunter_counterattack	verified
20915	spell_paladin_conviction_seals	spell_paladin_conviction_seals	verified
20918	spell_paladin_conviction_seals	spell_paladin_conviction_seals	verified
20919	spell_paladin_conviction_seals	spell_paladin_conviction_seals	verified
20920	spell_paladin_conviction_seals	spell_paladin_conviction_seals	verified
20922	spell_paladin_consecration	spell_paladin_consecration	verified
20923	spell_paladin_consecration	spell_paladin_consecration	verified
20924	spell_paladin_consecration	spell_paladin_consecration	verified
20929	spell_paladin_holy_shock	spell_paladin_holy_shock	verified
20930	spell_paladin_holy_shock	spell_paladin_holy_shock	verified
20961	spell_paladin_judgement_of_command_dummy	spell_paladin_judgement_of_command_dummy	verified
20962	spell_paladin_judgement_of_command_dummy	spell_paladin_judgement_of_command_dummy	verified
20963	spell_paladin_judgement_of_command	spell_paladin_judgement_of_command	verified
20964	spell_paladin_judgement_of_command	spell_paladin_judgement_of_command	verified
20965	spell_paladin_judgement_of_command	spell_paladin_judgement_of_command	verified
20966	spell_paladin_judgement_of_command	spell_paladin_judgement_of_command	verified
20967	spell_paladin_judgement_of_command_dummy	spell_paladin_judgement_of_command_dummy	verified
20968	spell_paladin_judgement_of_command_dummy	spell_paladin_judgement_of_command_dummy	verified
21050	spell_melodious_rapture	spell_melodious_rapture	verified
21084	spell_paladin_seal_of_righteousness	spell_paladin_seal_of_righteousness	verified
21183	spell_paladin_judgement_of_the_crusader	spell_paladin_judgement_of_the_crusader	verified
21544	spell_alterac_shredder	spell_alterac_shredder	verified
21565	spell_alterac_shredder	spell_alterac_shredder	verified
21651	spell_battleground_banner_open	spell_battleground_banner_open	verified
21972	spell_druid_thorns_explosion	spell_druid_thorns_explosion	verified
21977	spell_warrior_warriors_wrath	spell_warrior_warriors_wrath	verified
22272	spell_mage_arcane_missiles	spell_mage_arcane_missiles	verified
22557	spell_druid_ferocious_bite	spell_druid_ferocious_bite	verified
22568	spell_druid_ferocious_bite	spell_druid_ferocious_bite	verified
22801	spell_shaman_ghost_wolf_speed	spell_shaman_ghost_wolf_speed	verified
22827	spell_druid_ferocious_bite	spell_druid_ferocious_bite	verified
22828	spell_druid_ferocious_bite	spell_druid_ferocious_bite	verified
22829	spell_druid_ferocious_bite	spell_druid_ferocious_bite	verified
22842	spell_druid_frenzied_regeneration	spell_druid_frenzied_regeneration	verified
22895	spell_druid_frenzied_regeneration	spell_druid_frenzied_regeneration	verified
22896	spell_druid_frenzied_regeneration	spell_druid_frenzied_regeneration	verified
22999	spell_goblin_jumper_cables_xl	spell_goblin_jumper_cables_xl	verified
23074	spell_mechanical_companion	spell_mechanical_companion	verified
23075	spell_mechanical_companion	spell_mechanical_companion	verified
23076	spell_mechanical_companion	spell_mechanical_companion	verified
23133	spell_mechanical_companion	spell_mechanical_companion	verified
23134	spell_goblin_bomb_dispenser	spell_goblin_bomb_dispenser	verified
23138	spell_shazzrah_gate	spell_shazzrah_gate	verified
23206	spell_simone_seductress_chain_lightning	spell_simone_seductress_chain_lightning	verified
23401	spell_item_corrupted_healing	spell_item_corrupted_healing	verified
23424	spell_nefarian_corrupted_totems	spell_nefarian_corrupted_totems	verified
23442	spell_item_everlook_transporter	spell_item_everlook_transporter	verified
23448	spell_gadgetzan_transporter	spell_gadgetzan_transporter	verified
23453	spell_gadgetzan_transporter	spell_gadgetzan_transporter	verified
23455	spell_priest_holy_nova	spell_priest_holy_nova	verified
23458	spell_priest_holy_nova	spell_priest_holy_nova	verified
23459	spell_priest_holy_nova	spell_priest_holy_nova	verified
23551	spell_item_ten_storms_lightning_shield	spell_item_ten_storms_lightning_shield	verified
23552	spell_item_ten_storms_lightning_shield	spell_item_ten_storms_lightning_shield	verified
23567	spell_item_first_aid	spell_item_first_aid	verified
23568	spell_item_first_aid	spell_item_first_aid	verified
23569	spell_item_first_aid	spell_item_first_aid	verified
23572	spell_item_mana_surge	spell_item_mana_surge	verified
23582	spell_rogue_clean_escape	spell_rogue_clean_escape	verified
23602	spell_warrior_shield_specialization	spell_warrior_shield_specialization	verified
23696	spell_item_first_aid	spell_item_first_aid	verified
23735	spell_sayges_dark_fortune	spell_sayges_dark_fortune	verified
23736	spell_sayges_dark_fortune	spell_sayges_dark_fortune	verified
23737	spell_sayges_dark_fortune	spell_sayges_dark_fortune	verified
23738	spell_sayges_dark_fortune	spell_sayges_dark_fortune	verified
23766	spell_sayges_dark_fortune	spell_sayges_dark_fortune	verified
23767	spell_sayges_dark_fortune	spell_sayges_dark_fortune	verified
23768	spell_sayges_dark_fortune	spell_sayges_dark_fortune	verified
23769	spell_sayges_dark_fortune	spell_sayges_dark_fortune	verified
23852	spell_item_jubling_cooldown	spell_item_jubling_cooldown	verified
23881	spell_warrior_bloodthirst	spell_warrior_bloodthirst	verified
23892	spell_warrior_bloodthirst	spell_warrior_bloodthirst	verified
23893	spell_warrior_bloodthirst	spell_warrior_bloodthirst	verified
23894	spell_warrior_bloodthirst	spell_warrior_bloodthirst	verified
23922	spell_warrior_shield_slam	spell_warrior_shield_slam	verified
23923	spell_warrior_shield_slam	spell_warrior_shield_slam	verified
23924	spell_warrior_shield_slam	spell_warrior_shield_slam	verified
23925	spell_warrior_shield_slam	spell_warrior_shield_slam	verified
23989	spell_hunter_readiness	spell_hunter_readiness	verified
24187	spell_druid_open_wounds	spell_druid_open_wounds	verified
24239	spell_paladin_hammer_of_wrath	spell_paladin_hammer_of_wrath	verified
24274	spell_paladin_hammer_of_wrath	spell_paladin_hammer_of_wrath	verified
24275	spell_paladin_hammer_of_wrath	spell_paladin_hammer_of_wrath	verified
24340	spell_meteor	spell_meteor	verified
24412	spell_item_first_aid	spell_item_first_aid	verified
24413	spell_item_first_aid	spell_item_first_aid	verified
24414	spell_item_first_aid	spell_item_first_aid	verified
24531	spell_hunter_refocus	spell_hunter_refocus	verified
24590	spell_item_brittle_armor_remove_stack	spell_item_brittle_armor_remove_stack	verified
24670	spell_warlock_inferno	spell_warlock_inferno	verified
24714	spell_item_trick	spell_item_trick	verified
24717	spell_item_hallowed_wand	spell_item_hallowed_wand	verified
24718	spell_item_hallowed_wand	spell_item_hallowed_wand	verified
24719	spell_item_hallowed_wand	spell_item_hallowed_wand	verified
24720	spell_item_hallowed_wand	spell_item_hallowed_wand	verified
24731	spell_item_cannon_fire	spell_item_cannon_fire	verified
24737	spell_item_hallowed_wand	spell_item_hallowed_wand	verified
24742	spell_item_magic_wings	spell_item_magic_wings	verified
24751	spell_item_trick_or_treat	spell_item_trick_or_treat	verified
24781	spell_emerald_dragons_dream_fog	spell_emerald_dragons_dream_fog	verified
24933	spell_darkmoon_steam_tonk_cannon	spell_darkmoon_steam_tonk_cannon	verified
24937	spell_controlling_steam_tonk	spell_controlling_steam_tonk	verified
25026	spell_activate_mg_turret	spell_activate_mg_turret	verified
25027	spell_flamethrower	spell_flamethrower	verified
25288	spell_warrior_revenge	spell_warrior_revenge	verified
25297	spell_druid_healing_touch	spell_druid_healing_touch	verified
25298	spell_druid_starfire	spell_druid_starfire	verified
25299	spell_druid_efflorescence	spell_druid_efflorescence	verified
25345	spell_mage_arcane_missiles	spell_mage_arcane_missiles	verified
25599	spell_rajaxx_thundercrash	spell_rajaxx_thundercrash	verified
25676	spell_aq20_drain_mana	spell_aq20_drain_mana	verified
25677	spell_snowball_knockback	spell_snowball_knockback	verified
25713	spell_paladin_seal_of_righteousness	spell_paladin_seal_of_righteousness	verified
25715	spell_paladin_seal_of_righteousness	spell_paladin_seal_of_righteousness	verified
25720	spell_decoy_place_loot	spell_decoy_place_loot	verified
25727	spell_paladin_seal_of_righteousness	spell_paladin_seal_of_righteousness	verified
25728	spell_paladin_seal_of_righteousness	spell_paladin_seal_of_righteousness	verified
25729	spell_paladin_seal_of_righteousness	spell_paladin_seal_of_righteousness	verified
25730	spell_paladin_seal_of_righteousness	spell_paladin_seal_of_righteousness	verified
25731	spell_paladin_seal_of_righteousness	spell_paladin_seal_of_righteousness	verified
25732	spell_paladin_seal_of_righteousness	spell_paladin_seal_of_righteousness	verified
25733	spell_paladin_seal_of_righteousness	spell_paladin_seal_of_righteousness	verified
25734	spell_paladin_seal_of_righteousness	spell_paladin_seal_of_righteousness	verified
25735	spell_paladin_seal_of_righteousness	spell_paladin_seal_of_righteousness	verified
25736	spell_paladin_seal_of_righteousness	spell_paladin_seal_of_righteousness	verified
25737	spell_paladin_seal_of_righteousness	spell_paladin_seal_of_righteousness	verified
25738	spell_paladin_seal_of_righteousness	spell_paladin_seal_of_righteousness	verified
25739	spell_paladin_seal_of_righteousness	spell_paladin_seal_of_righteousness	verified
25740	spell_paladin_seal_of_righteousness	spell_paladin_seal_of_righteousness	verified
25741	spell_paladin_seal_of_righteousness	spell_paladin_seal_of_righteousness	verified
25742	spell_paladin_seal_of_righteousness	spell_paladin_seal_of_righteousness	verified
25754	spell_aq20_drain_mana	spell_aq20_drain_mana	verified
25860	spell_reindeer_transformation	spell_reindeer_transformation	verified
25863	spell_item_aq40_battle_tank	spell_item_aq40_battle_tank	verified
25953	spell_item_aq40_battle_tank	spell_item_aq40_battle_tank	verified
25988	spell_paladin_eye_for_an_eye	spell_paladin_eye_for_an_eye	verified
26052	spell_huhuran_poison_bolt_volley	spell_huhuran_poison_bolt_volley	verified
26054	spell_item_aq40_battle_tank	spell_item_aq40_battle_tank	verified
26055	spell_item_aq40_battle_tank	spell_item_aq40_battle_tank	verified
26056	spell_item_aq40_battle_tank	spell_item_aq40_battle_tank	verified
26169	spell_item_oracle_healing_bonus	spell_item_oracle_healing_bonus	verified
26180	spell_hunter_wyvern_sting	spell_hunter_wyvern_sting	verified
26374	spell_item_elunes_candle	spell_item_elunes_candle	verified
26391	spell_vanquished_tentacle_of_cthun	spell_vanquished_tentacle_of_cthun	verified
26457	spell_aq40_drain_mana	spell_aq40_drain_mana	verified
26465	spell_item_mercurial_shield_remove_stack	spell_item_mercurial_shield_remove_stack	verified
26467	spell_item_persistent_shield	spell_item_persistent_shield	verified
26558	spell_meteor	spell_meteor	verified
26559	spell_aq40_drain_mana	spell_aq40_drain_mana	verified
26573	spell_paladin_consecration	spell_paladin_consecration	verified
26656	spell_summon_black_qiraji_battle_tank	spell_summon_black_qiraji_battle_tank	verified
26789	spell_meteor	spell_meteor	verified
27230	spell_warlock_create_healthstone	<absent>	upstream healthstone binding points to pet-damage aura
27433	spell_forbidden_capital_restriction	spell_forbidden_capital_restriction	verified
27557	spell_druid_ferocious_bite	spell_druid_ferocious_bite	verified
27607	spell_priest_power_word_shield	spell_priest_power_word_shield	verified
27617	spell_rogue_vanish	spell_rogue_vanish	verified
27632	spell_hunter_aimed_shot	spell_hunter_aimed_shot	verified
27799	spell_priest_holy_nova	spell_priest_holy_nova	verified
27800	spell_priest_holy_nova	spell_priest_holy_nova	verified
27801	spell_priest_holy_nova	spell_priest_holy_nova	verified
27803	spell_priest_holy_nova	spell_priest_holy_nova	verified
27804	spell_priest_holy_nova	spell_priest_holy_nova	verified
27805	spell_priest_holy_nova	spell_priest_holy_nova	verified
27811	spell_priest_blessed_recovery	spell_priest_blessed_recovery	verified
27812	spell_kelthuzad_void_blast	spell_kelthuzad_void_blast	verified
27815	spell_priest_blessed_recovery	spell_priest_blessed_recovery	verified
27816	spell_priest_blessed_recovery	spell_priest_blessed_recovery	verified
27831	spell_unrelenting_rider_shadow_bolt_volley	spell_unrelenting_rider_shadow_bolt_volley	verified
27850	spell_paladin_improved_devotion_aura	spell_paladin_improved_devotion_aura	verified
28059	spell_thaddius_positive_charge_aura	spell_thaddius_positive_charge_aura	verified
28062	spell_thaddius_positive_charge	spell_thaddius_positive_charge	verified
28084	spell_thaddius_negative_charge_aura	spell_thaddius_negative_charge_aura	verified
28085	spell_thaddius_negative_charge	spell_thaddius_negative_charge	verified
28169	spell_mutating_injection	spell_mutating_injection	verified
28206	spell_grobbulus_mutagen_explosion	spell_grobbulus_mutagen_explosion	verified
28241	spell_grobbulus_cloud_poison	spell_grobbulus_cloud_poison	verified
28282	spell_ashbringer	spell_ashbringer	verified
28337	spell_thaddius_magnetic_pull	spell_thaddius_magnetic_pull	verified
28375	spell_gluth_decimate	spell_gluth_decimate	verified
28434	spell_maexxna_spider_web	spell_maexxna_spider_web	verified
28535	spell_sapphiron_ice_block	spell_sapphiron_ice_block	verified
28542	spell_sapphiron_life_drain	spell_sapphiron_life_drain	verified
28598	spell_priest_touch_of_weakness_trigger	spell_priest_touch_of_weakness_trigger	verified
28716	spell_item_dreamwalker_rejuvenation	spell_item_dreamwalker_rejuvenation	verified
28719	spell_item_dreamwalker_healing_touch	spell_item_dreamwalker_healing_touch	verified
28744	spell_item_dreamwalker_regrowth	spell_item_dreamwalker_regrowth	verified
28789	spell_item_holy_power	spell_item_holy_power	verified
28796	spell_faerlina_poison_bolt_volley	spell_faerlina_poison_bolt_volley	verified
28809	spell_item_greater_heal_t3	spell_item_greater_heal_t3	verified
28820	spell_item_earthshatterer_t3_aura	spell_item_earthshatterer_t3_aura	verified
28823	spell_item_totemic_power	spell_item_totemic_power	verified
28845	spell_warlock_cheat_death	spell_warlock_cheat_death	verified
28847	spell_item_healing_touch_refund	spell_item_healing_touch_refund	verified
28849	spell_item_lesser_healing_wave_relic	spell_item_lesser_healing_wave_relic	verified
28884	spell_meteor	spell_meteor	verified
29074	spell_mage_master_of_elements	spell_mage_master_of_elements	verified
29075	spell_mage_master_of_elements	spell_mage_master_of_elements	verified
29076	spell_mage_master_of_elements	spell_mage_master_of_elements	verified
29079	spell_shaman_elemental_weapons	spell_shaman_elemental_weapons	verified
29080	spell_shaman_elemental_weapons	spell_shaman_elemental_weapons	verified
29153	spell_gargoyle_stoneform	spell_gargoyle_stoneform	verified
29201	spell_loatheb_corrupted_mind	spell_loatheb_corrupted_mind	verified
29203	spell_shaman_healing_way	spell_shaman_healing_way	verified
29213	spell_noth_curse_of_the_plaguebringer	spell_noth_curse_of_the_plaguebringer	verified
29284	spell_item_brittle_armor	spell_item_brittle_armor	verified
29286	spell_item_mercurial_shield	spell_item_mercurial_shield	verified
29310	spell_heigan_mana_burn	spell_heigan_mana_burn	verified
29441	spell_mage_magic_absorption	spell_mage_magic_absorption	verified
29444	spell_mage_magic_absorption	spell_mage_magic_absorption	verified
29445	spell_mage_magic_absorption	spell_mage_magic_absorption	verified
29446	spell_mage_magic_absorption	spell_mage_magic_absorption	verified
29447	spell_mage_magic_absorption	spell_mage_magic_absorption	verified
29484	spell_maexxna_web_spray	spell_maexxna_web_spray	verified
29519	spell_silithyst	spell_silithyst	verified
29999	spell_item_jukebox	spell_item_jukebox	verified
30020	spell_item_first_aid	spell_item_first_aid	verified
30146	spell_warlock_summon_felguard	spell_warlock_summon_felguard	verified
31016	spell_rogue_eviscerate	spell_rogue_eviscerate	verified
31018	spell_druid_ferocious_bite	spell_druid_ferocious_bite	verified
31960	spell_item_illusion	spell_item_illusion	verified
31961	spell_item_illusion	spell_item_illusion	verified
31962	spell_item_illusion	spell_item_illusion	verified
31963	spell_item_illusion	spell_item_illusion	verified
31964	spell_item_illusion	spell_item_illusion	verified
31965	spell_item_illusion	spell_item_illusion	verified
31966	spell_item_illusion	spell_item_illusion	verified
31967	spell_item_illusion	spell_item_illusion	verified
31968	spell_item_illusion	spell_item_illusion	verified
31969	spell_item_illusion	spell_item_illusion	verified
31970	spell_item_illusion	spell_item_illusion	verified
31971	spell_item_illusion	spell_item_illusion	verified
31972	spell_item_illusion	spell_item_illusion	verified
31973	spell_item_illusion	spell_item_illusion	verified
31974	spell_item_illusion	spell_item_illusion	verified
31975	spell_item_illusion	spell_item_illusion	verified
31976	spell_item_illusion	spell_item_illusion	verified
31977	spell_item_illusion	spell_item_illusion	verified
31978	spell_item_illusion	spell_item_illusion	verified
31979	spell_item_illusion	spell_item_illusion	verified
31980	spell_item_illusion	spell_item_illusion	verified
31981	spell_item_illusion	spell_item_illusion	verified
31982	spell_item_illusion	spell_item_illusion	verified
31983	spell_item_illusion	spell_item_illusion	verified
31984	spell_item_illusion	spell_item_illusion	verified
31985	spell_item_illusion	spell_item_illusion	verified
31986	spell_item_illusion	spell_item_illusion	verified
31987	spell_item_illusion	spell_item_illusion	verified
36600	spell_item_summon_utility_object	spell_item_summon_utility_object	verified
36916	spell_shaman_molten_blast	spell_shaman_molten_blast	verified
36917	spell_shaman_molten_blast	spell_shaman_molten_blast	verified
36918	spell_shaman_molten_blast	spell_shaman_molten_blast	verified
36919	spell_shaman_molten_blast	spell_shaman_molten_blast	verified
36920	spell_shaman_molten_blast	spell_shaman_molten_blast	verified
36921	spell_shaman_molten_blast	spell_shaman_molten_blast	verified
41827	spell_hunter_kill_command	spell_hunter_kill_command	verified
41828	spell_hunter_kill_command_damage	spell_hunter_kill_command_damage	verified
42036	spell_incindis_quaking_stomp	spell_incindis_quaking_stomp	verified
44000	spell_turtle_taming_quest_credit	spell_turtle_taming_quest_credit	verified
44002	spell_turtle_taming_quest_credit	spell_turtle_taming_quest_credit	verified
44004	spell_turtle_taming_quest_credit	spell_turtle_taming_quest_credit	verified
44006	spell_turtle_taming_quest_credit	spell_turtle_taming_quest_credit	verified
44008	spell_turtle_taming_quest_credit	spell_turtle_taming_quest_credit	verified
44010	spell_turtle_taming_quest_credit	spell_turtle_taming_quest_credit	verified
44012	spell_turtle_taming_quest_credit	spell_turtle_taming_quest_credit	verified
44014	spell_turtle_taming_quest_credit	spell_turtle_taming_quest_credit	verified
44016	spell_turtle_taming_quest_credit	spell_turtle_taming_quest_credit	verified
44018	spell_turtle_taming_quest_credit	spell_turtle_taming_quest_credit	verified
44020	spell_turtle_taming_quest_credit	spell_turtle_taming_quest_credit	verified
44022	spell_turtle_taming_quest_credit	spell_turtle_taming_quest_credit	verified
44025	spell_inactive_tracker	spell_inactive_tracker	verified
44053	spell_drazares_embrace	spell_drazares_embrace	verified
44070	spell_item_wild_regeneration	spell_item_wild_regeneration	verified
44085	spell_item_viper_venom	spell_item_viper_venom	verified
45407	spell_item_ritual_table	spell_item_ritual_table	verified
45408	spell_mage_brilliance_aura	spell_mage_brilliance_aura	verified
45417	spell_item_vial_of_potent_venoms	spell_item_vial_of_potent_venoms	verified
45420	spell_vampirism	spell_vampirism	verified
45421	spell_vampirism	spell_vampirism	verified
45422	spell_vampirism	spell_vampirism	verified
45423	spell_vampirism	spell_vampirism	verified
45424	spell_vampirism	spell_vampirism	verified
45505	spell_shaman_feral_spirit	spell_shaman_feral_spirit	verified
45508	spell_shaman_thunderhead	spell_shaman_thunderhead	verified
45513	spell_shaman_totemic_recall	spell_shaman_totemic_recall	verified
45514	spell_shaman_feral_spirit	spell_shaman_feral_spirit	verified
45527	spell_shaman_water_shield	spell_shaman_water_shield	verified
45541	spell_shaman_elemental_focus	spell_shaman_elemental_focus	verified
45554	spell_priest_shadow_mend	spell_priest_shadow_mend	verified
45555	spell_priest_pain_spike	spell_priest_pain_spike	verified
45563	spell_champion_buff	spell_champion_buff	verified
45564	spell_champion_buff	spell_champion_buff	verified
45565	spell_champion_buff	spell_champion_buff	verified
45566	spell_champion_buff	spell_champion_buff	verified
45567	spell_champion_buff	spell_champion_buff	verified
45568	spell_proclaim_champion	spell_proclaim_champion	verified
45569	spell_champion_buff	spell_champion_buff	verified
45707	spell_druid_tree_of_life_aura	spell_druid_tree_of_life_aura	verified
45708	spell_druid_berserk	spell_druid_berserk	verified
45709	spell_druid_berserk_form_swap	spell_druid_berserk_form_swap	verified
45710	spell_druid_berserk_form_swap	spell_druid_berserk_form_swap	verified
45719	spell_druid_primal_fury	spell_druid_primal_fury	verified
45720	spell_druid_primal_fury	spell_druid_primal_fury	verified
45840	spell_item_toy_train_set	spell_item_toy_train_set	verified
45842	spell_item_bonus_healing	spell_item_bonus_healing	verified
45850	spell_shaman_lightning_speed	spell_shaman_lightning_speed	verified
45851	spell_druid_moonclaw	spell_druid_moonclaw	verified
45872	spell_superconducting_magnet	spell_superconducting_magnet	verified
45873	spell_item_sunnyglade_spider	spell_item_sunnyglade_spider	verified
45908	spell_warlock_demon_gate	spell_warlock_demon_gate	verified
45910	spell_warlock_funnels	spell_warlock_funnels	verified
45911	spell_warlock_funnels	spell_warlock_funnels	verified
45920	spell_item_ritual_table	spell_item_ritual_table	verified
45951	spell_spirit_armor	spell_spirit_armor	verified
45952	spell_spirit_armor	spell_spirit_armor	verified
45953	spell_spirit_armor	spell_spirit_armor	verified
45954	spell_paladin_sanctified_command	spell_paladin_sanctified_command	verified
45955	spell_paladin_sanctified_command	spell_paladin_sanctified_command	verified
45986	spell_rogue_deadly_throw_poison	spell_rogue_deadly_throw_poison	verified
46001	spell_item_summon_utility_object	spell_item_summon_utility_object	verified
46002	spell_item_summon_utility_object	spell_item_summon_utility_object	verified
46003	spell_turtle_toy_collection	spell_turtle_toy_collection	verified
46010	spell_item_guild_house_teleport	spell_item_guild_house_teleport	verified
46012	spell_item_portable_wormhole	spell_item_portable_wormhole	verified
46028	spell_item_teleport_to_gm_island	spell_item_teleport_to_gm_island	verified
46035	spell_item_city_protector_teleport	spell_item_city_protector_teleport	verified
46058	spell_item_travelers_tent	spell_item_travelers_tent	verified
46060	spell_item_travelers_boat	spell_item_travelers_boat	verified
46062	spell_item_simple_wooden_planter	spell_item_simple_wooden_planter	verified
46090	spell_turtle_taming_quest_credit	spell_turtle_taming_quest_credit	verified
46092	spell_turtle_taming_quest_credit	spell_turtle_taming_quest_credit	verified
46094	spell_turtle_taming_quest_credit	spell_turtle_taming_quest_credit	verified
46096	spell_turtle_toy_collection	spell_turtle_toy_collection	verified
46231	spell_item_self_target_learn_spell	spell_item_self_target_learn_spell	verified
46432	spell_turtle_av_tied_up	spell_turtle_av_tied_up	verified
46433	spell_turtle_av_tied_up	spell_turtle_av_tied_up	verified
46434	spell_burning_blood_visual	spell_burning_blood_visual	verified
46436	spell_winterax_ritual_suicide	spell_winterax_ritual_suicide	verified
46498	spell_turtle_companion_collection	spell_turtle_companion_collection	verified
46499	spell_turtle_mount_collection	spell_turtle_mount_collection	verified
46700	spell_turtle_taming_quest_credit	spell_turtle_taming_quest_credit	verified
46702	spell_turtle_taming_quest_credit	spell_turtle_taming_quest_credit	verified
46704	spell_turtle_taming_quest_credit	spell_turtle_taming_quest_credit	verified
46788	spell_druid_aessinas_bloom	spell_druid_aessinas_bloom	verified
46789	spell_druid_aessinas_bloom	spell_druid_aessinas_bloom	verified
47350	spell_special_split_weapon_damage	spell_special_split_weapon_damage	verified
47357	spell_shaman_calming_river	spell_shaman_calming_river	verified
47379	spell_druid_reshift	spell_druid_reshift	verified
48049	spell_hunter_lacerate	spell_hunter_lacerate	verified
48304	spell_item_teresas_copper_coin	spell_item_teresas_copper_coin	verified
48305	spell_item_spitelash_shrine_offering	spell_item_spitelash_shrine_offering	verified
48306	spell_shaman_earthquake	spell_shaman_earthquake	verified
48307	spell_shaman_earthquake	spell_shaman_earthquake	verified
48308	spell_shaman_earthquake	spell_shaman_earthquake	verified
49557	spell_hunter_strike_together_damage	spell_hunter_strike_together_damage	verified
49559	spell_hunter_coordinated_assault	spell_hunter_coordinated_assault	verified
