spell_id	name	current_binding	expected_binding	status
27831	Shadow Bolt Volley		spell_unrelenting_rider_shadow_bolt_volley	missing_binding
27850	Devotion Armor Increased		spell_paladin_improved_devotion_aura	missing_binding
28059	Positive Charge		spell_thaddius_positive_charge_aura	missing_binding
28062	Positive Charge		spell_thaddius_positive_charge	missing_binding
28084	Negative Charge		spell_thaddius_negative_charge_aura	missing_binding
28085	Negative Charge		spell_thaddius_negative_charge	missing_binding
28169	Mutating Injection		spell_mutating_injection	missing_binding
28206	Mutagen Explosion		spell_grobbulus_mutagen_explosion	missing_binding
28241	Poison		spell_grobbulus_cloud_poison	missing_binding
28282	Ashbringer		spell_ashbringer	missing_binding
28337	Magnetic Pull		spell_thaddius_magnetic_pull	missing_binding
28375	Decimate		spell_gluth_decimate	missing_binding
28434	Spider Web		spell_maexxna_spider_web	missing_binding
28535	Summon Ice Block		spell_sapphiron_ice_block	missing_binding
28542	Life Drain		spell_sapphiron_life_drain	missing_binding
28598	Touch of Weakness		spell_priest_touch_of_weakness_trigger	missing_binding
28716	Rejuvenation		spell_item_dreamwalker_rejuvenation	missing_binding
28719	Healing Touch		spell_item_dreamwalker_healing_touch	missing_binding
28744	Regrowth		spell_item_dreamwalker_regrowth	missing_binding
28789	Holy Power		spell_item_holy_power	missing_binding
28796	Poison Bolt Volley		spell_faerlina_poison_bolt_volley	missing_binding
28809	Greater Heal		spell_item_greater_heal_t3	missing_binding
28820	Lightning Shield		spell_item_earthshatterer_t3_aura	missing_binding
28823	Totemic Power		spell_item_totemic_power	missing_binding
28845	Cheat Death		spell_warlock_cheat_death	missing_binding
28847	Healing Touch Refund		spell_item_healing_touch_refund	missing_binding
28849	Lesser Healing Wave		spell_item_lesser_healing_wave_relic	missing_binding
28884	Meteor		spell_meteor	missing_binding
29074	Master of Elements		spell_mage_master_of_elements	missing_binding
29075	Master of Elements		spell_mage_master_of_elements	missing_binding
29076	Master of Elements		spell_mage_master_of_elements	missing_binding
29153	Gargoyle Stoneform Visual		spell_gargoyle_stoneform	missing_binding
29201	Corrupted Mind		spell_loatheb_corrupted_mind	missing_binding
29213	Curse of the Plaguebringer		spell_noth_curse_of_the_plaguebringer	missing_binding
29284	Brittle Armor		spell_item_brittle_armor	missing_binding
29286	Mercurial Shield		spell_item_mercurial_shield	missing_binding
29310	Mana Burn		spell_heigan_mana_burn	missing_binding
29441	Magic Absorption		spell_mage_magic_absorption	missing_binding
29444	Magic Absorption		spell_mage_magic_absorption	missing_binding
29445	Magic Absorption		spell_mage_magic_absorption	missing_binding
29446	Magic Absorption		spell_mage_magic_absorption	missing_binding
29447	Magic Absorption		spell_mage_magic_absorption	missing_binding
29484	Web Spray		spell_maexxna_web_spray	missing_binding
29519	Silithyst		spell_silithyst	missing_binding
29999	Goblin Radio KABOOM-Box X23B76		spell_item_jukebox	missing_binding
30020	First Aid		spell_item_first_aid	missing_binding
30146	Summon Felguard		spell_warlock_summon_felguard	missing_binding
31016	Eviscerate		spell_rogue_eviscerate	missing_binding
31018	Ferocious Bite		spell_druid_ferocious_bite	missing_binding
31960	Illusion: Blood Elf		spell_item_illusion	missing_binding
31961	Illusion: Goblin		spell_item_illusion	missing_binding
31962	Illusion: Harpy		spell_item_illusion	missing_binding
31963	Illusion: Dryad		spell_item_illusion	missing_binding
31964	Illusion: Worgen		spell_item_illusion	missing_binding
31965	Illusion: High Elf		spell_item_illusion	missing_binding
31966	Illusion: Ghost		spell_item_illusion	missing_binding
31967	Illusion: Banshee		spell_item_illusion	missing_binding
31968	Illusion: Serpent Lord		spell_item_illusion	missing_binding
31969	Illusion: Succubus		spell_item_illusion	missing_binding
31970	Illusion: Wraith		spell_item_illusion	missing_binding
31971	Illusion: Flamewaker		spell_item_illusion	missing_binding
31972	Illusion: Bone Serpent		spell_item_illusion	missing_binding
31973	Illusion: Furbolg		spell_item_illusion	missing_binding
31974	Illusion: Rat		spell_item_illusion	missing_binding
31975	Illusion: Two-headed Ogre		spell_item_illusion	missing_binding
31976	Illusion: Tiny Murloc		spell_item_illusion	missing_binding
31977	Illusion: Scourge Warrior		spell_item_illusion	missing_binding
31978	Illusion: Gnoll		spell_item_illusion	missing_binding
31979	Illusion: Pandaren		spell_item_illusion	missing_binding
31980	Illusion: Dreadlord		spell_item_illusion	missing_binding
31981	Illusion: Smolderthorn Berserker		spell_item_illusion	missing_binding
31982	Illusion: Naga Explorer		spell_item_illusion	missing_binding
31983	Illusion: Naga Siren		spell_item_illusion	missing_binding
31984	Illusion: Chromie		spell_item_illusion	missing_binding
31985	Illusion: Satyr		spell_item_illusion	missing_binding
31986	Illusion: Green Dragonkin		spell_item_illusion	missing_binding
31987	Illusion: Tiny Celestial Dragon		spell_item_illusion	missing_binding
36600	Blazing Forge Kit		spell_item_summon_utility_object	missing_binding
42036			spell_incindis_quaking_stomp	missing_spell
44000	Tame Stonetusk Boar		spell_turtle_taming_quest_credit	missing_binding
44002	Tame Prowler		spell_turtle_taming_quest_credit	missing_binding
44004	Tame Young Forest Bear		spell_turtle_taming_quest_credit	missing_binding
44006	Tame Decrepit Darkhound		spell_turtle_taming_quest_credit	missing_binding
44008	Tame Greater Duskbat		spell_turtle_taming_quest_credit	missing_binding
44010	Tame Tirisfal Plagued Bear		spell_turtle_taming_quest_credit	missing_binding
44012	Tame Dire Mottled Boar		spell_turtle_taming_quest_credit	missing_binding
44014	Tame Surf Crawler		spell_turtle_taming_quest_credit	missing_binding
44016	Tame Armored Scorpid		spell_turtle_taming_quest_credit	missing_binding
44018	Tame Large Crag Boar		spell_turtle_taming_quest_credit	missing_binding
44020	Tame Snow Leopard		spell_turtle_taming_quest_credit	missing_binding
44022	Tame Ice Claw Bear		spell_turtle_taming_quest_credit	missing_binding
44025	Inactive Tracker		spell_inactive_tracker	missing_binding
44053			spell_drazares_embrace	missing_spell
45407	Ritual of Refreshment		spell_item_ritual_table	missing_binding
45408	Brilliance Aura		spell_mage_brilliance_aura	missing_binding
45417	Potent Venom		spell_item_vial_of_potent_venoms	missing_binding
45420	Vampirism 1		spell_vampirism	missing_binding
45421	Vampirism 2		spell_vampirism	missing_binding
45422	Vampirism 3		spell_vampirism	missing_binding
45423	Vampirism 4		spell_vampirism	missing_binding
45424	Vampirism 5		spell_vampirism	missing_binding
45505	Feral Spirit		spell_shaman_feral_spirit	missing_binding
45508	Thunderhead		spell_shaman_thunderhead	missing_binding
45513	Totemic Recall		spell_shaman_totemic_recall	missing_binding
45514	Feral Spirit		spell_shaman_feral_spirit	missing_binding
45541	Elemental Focus		spell_shaman_elemental_focus	missing_binding
45555	Pain Spike		spell_priest_pain_spike	missing_binding
45563	Champion's Grace		spell_champion_buff	missing_binding
45564	Champion's Bond		spell_champion_buff	missing_binding
45565	Empower Champion		spell_champion_buff	missing_binding
45566	Summon Champion		spell_champion_buff	missing_binding
45567	Revive Champion		spell_champion_buff	missing_binding
45568	Holy Champion		spell_proclaim_champion	missing_binding
45569	Champion's Resolve		spell_champion_buff	missing_binding
45707	Tree of Life Aura		spell_druid_tree_of_life_aura	missing_binding
45708	Berserk		spell_druid_berserk	missing_binding
45709	Berserk		spell_druid_berserk_form_swap	missing_binding
45710	Berserk		spell_druid_berserk_form_swap	missing_binding
45719	Primal Fury		spell_druid_primal_fury	missing_binding
45720	Primal Fury		spell_druid_primal_fury	missing_binding
45840	Toy Train Set		spell_item_toy_train_set	missing_binding
45842	Bonus Healing		spell_item_bonus_healing	missing_binding
45850	Lightning Speed		spell_shaman_lightning_speed	missing_binding
45851	Moonclaw		spell_druid_moonclaw	missing_binding
45872	Superconducting Magnet		spell_superconducting_magnet	missing_binding
45873	Summon Spider		spell_item_sunnyglade_spider	missing_binding
45908	Demon Portal		spell_warlock_ritual_of_doom	missing_binding
45920	Ritual of Souls		spell_item_ritual_table	missing_binding
45951	Spirit Armor		spell_spirit_armor	missing_binding
45952	Spirit Armor		spell_spirit_armor	missing_binding
45953	Spirit Armor		spell_spirit_armor	missing_binding
45954	Sanctified Command		spell_paladin_sanctified_command	missing_binding
45955	Sanctified Command		spell_paladin_sanctified_command	missing_binding
45986	Deadly Throw Interrupt		spell_rogue_deadly_throw_poison	missing_binding
46001	MOLL-E Terminal	spell_item_summon_utility_object	spell_item_summon_utility_object	matched
46002	Goblin Brainwashing Device		spell_item_summon_utility_object	missing_binding
46003	Add Illusion to Collection		spell_turtle_toy_collection	missing_binding
46010	Teleport to Guild House		spell_item_guild_house_teleport	missing_binding
46012	Portable Wormhole Generator		spell_item_portable_wormhole	missing_binding
46028	Teleport to GM Island		spell_item_teleport_to_gm_island	missing_binding
46035	City Protector's Teleport		spell_item_city_protector_teleport	missing_binding
46058	Traveler's Tent		spell_item_travelers_tent	missing_binding
46060	Fishing Boat		spell_item_travelers_boat	missing_binding
46062	Simple Wooden Planter		spell_item_simple_wooden_planter	missing_binding
46090	Tame Elder Crimson Lynx		spell_turtle_taming_quest_credit	missing_binding
46092	Tame Ivory Hawkstrider		spell_turtle_taming_quest_credit	missing_binding
46094	Tame Lavender Mana Wyrm		spell_turtle_taming_quest_credit	missing_binding
46096	Add Toy to Collection	spell_turtle_toy_collection	spell_turtle_toy_collection	matched
46231	Sun's Embrace		spell_item_self_target_learn_spell	missing_binding
46431	Thorns Explosion Chance		spell_druid_thorns_explosion	missing_binding
46432	Tied Up		spell_turtle_av_tied_up	missing_binding
46433	Tied Up		spell_turtle_av_tied_up	missing_binding
46434	Burning Blood Visual		spell_burning_blood_visual	missing_binding
46436	Winterax Ritual Suicide		spell_winterax_ritual_suicide	missing_binding
46498	Add Companion to Collection		spell_turtle_companion_collection	missing_binding
46499	Add Mount to Collection		spell_turtle_mount_collection	missing_binding
46700	Tame Blackvenom Scorpid		spell_turtle_taming_quest_credit	missing_binding
46702	Tame Muckreef Crawler		spell_turtle_taming_quest_credit	missing_binding
46704	Tame Ashfeather Swooper		spell_turtle_taming_quest_credit	missing_binding
47350	Legion Strike		spell_special_split_weapon_damage	missing_binding
47357	Calming River		spell_shaman_calming_river	missing_binding
47379			spell_druid_reshift	missing_spell
48304	Teresa's Copper Coin		spell_item_teresas_copper_coin	missing_binding
48305	Bromley's Dispelling Scroll		spell_item_spitelash_shrine_offering	missing_binding
50029	War Mode		spell_item_war_mode	missing_binding
50060	Baxxil Dummy		spell_baxxil_dummy	missing_binding
50100	Dummy Spell		spell_item_lunar_lantern	missing_binding
50910	Illusion: Felguard		spell_item_illusion	missing_binding
50911	Illusion: Prismatic Dragonkin		spell_item_illusion	missing_binding
50912	Illusion: Chromatic Dragonkin		spell_item_illusion	missing_binding
50913	Illusion: Infinite Dragonkin		spell_item_illusion	missing_binding
50914	Illusion: Bronze Dragonkin		spell_item_illusion	missing_binding
50915	Illusion: Blue Dragonkin		spell_item_illusion	missing_binding
50916	Illusion: Murloc		spell_item_illusion	missing_binding
50917	Illusion: Gilnean Worgen		spell_item_illusion	missing_binding
50918	Illusion: Zombie		spell_item_illusion	missing_binding
50919	Illusion: Ghoul		spell_item_illusion	missing_binding
50920	Illusion: Scourge Mage		spell_item_illusion	missing_binding
50921	Illusion: Incubus		spell_item_illusion	missing_binding
51001	Vampirism 5		spell_vampirism	missing_binding
51003	Spell Momentum Passive		spell_spell_momentum_passive	missing_binding
51012	Jewel of Wild Magics		spell_jewel_of_wild_magics	missing_binding
51022	Loop of Infused Renewal		spell_loop_of_infused_renewal	missing_binding
51068	Hunter's Sweep		spell_adrift_strikes	missing_binding
51083	Flock of Ravens		spell_flock_of_ravens	missing_binding
51086	Lunar Shift		spell_lunar_shift	missing_binding
51087	Owl Gaze		spell_owl_gaze	missing_binding
51099	Arcane Bomb		spell_arcane_bomb	missing_binding
51100	Arcane Overload		spell_arcane_overload	missing_binding
51164	Remorseless Strikes		spell_special_split_weapon_damage	missing_binding
51166	Mark of the Highlord		spell_mark_of_the_highlord	missing_binding
51170	Call from the Twisting Nether		spell_kruul_call_from_twisting_nether	missing_binding
51184	Arcane Missiles		spell_mage_arcane_missiles	missing_binding
51185	Ley-Line Disturbance		spell_ley_line_disturbance	missing_binding
51199	Form Rift Elemental		spell_form_rift_elemental	missing_binding
51203	Overflowing Hatred Effect		spell_overflowing_hatred	missing_binding
51205	Rift Feedback		spell_rift_feedback	missing_binding
51210	Pawn�s Advance		spell_pawns_advance	missing_binding
51216	Redemption		spell_restore_creature_to_life	missing_binding
51233	Crustaceous Claws		spell_crustaceous_claws	missing_binding
51238	Harrowing Nets		spell_harrowing_nets	missing_binding
51262	Resonance Cascade		spell_mage_resonance_cascade	missing_binding
51271	Wisdom of the Mak'aru		spell_wisdom_of_the_makaru	missing_binding
51276	Freezing Cold Passive		spell_freezing_cold_passive	missing_binding
51280	Frostfire		spell_frostfire	missing_binding
51289	Throw Boulder		spell_special_summon_at_target	missing_binding
51296	Throw Rock		spell_special_summon_at_target	missing_binding
51317			spell_paladin_blessed_strikes	missing_spell
51318			spell_paladin_blessed_strikes	missing_spell
51319			spell_paladin_blessed_strikes	missing_spell
51320			spell_paladin_blessed_strikes	missing_spell
51321			spell_paladin_blessed_strikes	missing_spell
51328			spell_paladin_righteous_defense	missing_spell
51329			spell_paladin_righteous_defense	missing_spell
51330			spell_paladin_righteous_defense	missing_spell
51475			spell_priest_enlighten	missing_spell
51476			spell_priest_enlighten_link	missing_spell
51743			spell_paladin_flash_of_light	missing_spell
51933			spell_mage_clear_resist_state	missing_spell
51934			spell_mage_clear_resist_state	missing_spell
51935			spell_mage_clear_resist_state	missing_spell
51936			spell_mage_clear_resist_state	missing_spell
51949			spell_mage_arcane_rupture	missing_spell
51950			spell_mage_arcane_rupture	missing_spell
51951			spell_mage_arcane_rupture	missing_spell
51952			spell_mage_arcane_rupture	missing_spell
51953			spell_mage_arcane_rupture	missing_spell
51954			spell_mage_arcane_rupture	missing_spell
51987			spell_mage_resonance_cascade	missing_spell
51988			spell_mage_resonance_cascade	missing_spell
51989			spell_mage_resonance_cascade	missing_spell
51990			spell_mage_resonance_cascade	missing_spell
52315			spell_warrior_shield_slam	missing_spell
52502			spell_mage_arcane_rupture_buff	missing_spell
52503			spell_dust_of_disappearance	missing_spell
52511			spell_rogue_surprise_attack	missing_spell
52512			spell_rogue_honor_among_thieves	missing_spell
52514			spell_rogue_honor_among_thieves	missing_spell
52567			spell_druid_aessinas_bloom	missing_spell
52630			spell_warlock_consequences	missing_spell
52633			spell_warlock_consequences	missing_spell
53023	Glyph of the Moon		spell_druid_glyph_of_the_moon	missing_binding
56043	Debug: Next DisplayID		spell_item_display_debug	missing_binding
56044	Debug: Previous DisplayID		spell_item_display_debug	missing_binding
56045	Debug: Reset DisplayID		spell_item_display_debug	missing_binding
56046	Toggle GM Flight Mode		spell_item_gm_flight_mode	missing_binding
56047	Toggle GM Visiblity		spell_item_toggle_gm_invisibility	missing_binding
56053	Change Appearance		spell_item_skin_change_token	missing_binding
56067	Picnic Basket		spell_item_picnic_basket	missing_binding
56508	Emerald Rot		spell_hateforge_dispel_counterpart	missing_binding
56510	Bane of Eranikus		spell_hateforge_dispel_counterpart	missing_binding
56512	Sanctum Mind Decay		spell_hateforge_dispel_counterpart	missing_binding
56514	Dreamfever		spell_hateforge_dispel_counterpart	missing_binding
56516	Emerald Instability		spell_hateforge_dispel_counterpart	missing_binding
57531	Jukebox: Winds of Kamio		spell_item_jukebox_music	missing_binding
57532	Jukebox: Emerald Dream		spell_item_jukebox_music	missing_binding
57533	Jukebox: Bells of the Dawn		spell_item_jukebox_music	missing_binding
57534	Jukebox: Hourglass of Eternity		spell_item_jukebox_music	missing_binding
57535	Jukebox: Hyjal Summit		spell_item_jukebox_music	missing_binding
57536	Jukebox: Jaguero Isle		spell_item_jukebox_music	missing_binding
57537	Jukebox: Stratholme's Best Days		spell_item_jukebox_music	missing_binding
57538	Jukebox: Titanic Mystery		spell_item_jukebox_music	missing_binding
57539	Jukebox: Aerie Peak		spell_item_jukebox_music	missing_binding
57540	Jukebox: Hateforge Quarry		spell_item_jukebox_music	missing_binding
57541	Jukebox: Bastion		spell_item_jukebox_music	missing_binding
57542	Jukebox: ?ntraworld ?mmortality		spell_item_jukebox_music	missing_binding
57543	Jukebox: Sparkwater Port		spell_item_jukebox_music	missing_binding
57544	Jukebox: Stormwind Vault		spell_item_jukebox_music	missing_binding
57545	Jukebox: Dun Argath		spell_item_jukebox_music	missing_binding
57546	Jukebox: Snowing in the Vale		spell_item_jukebox_music	missing_binding
